PMID	assigned?	rule_based	Correct Results	Haley		Peng Yu	Karthik	Chenwei	Xiaohuan	Yi Weng
28445609	notass	Yes	Y	Y	Exosomes derived from mesenchymal non-small cell lung cancer cells promote chemoresistance.		Y		Y	Y
28450057	notass	Yes	N	N	Environmental neurotoxicant manganese regulates exosome-mediated extracellular miRNAs in cell culture model of Parkinson's disease: Relevance to α-synuclein misfolding in metal neurotoxicity.		N		N	N
28455238	notass	NA	N	N	A novel ex vivo immunoproteomic approach characterising Fasciola hepatica tegumental antigens identified using immune antibody from resistant sheep.		N		N	N
28456398	notass	NA	Y	Y	Effect of circulating exosomes from transition cows on Madin-Darby bovine kidney cell function.		Y		Y	Y
28458537	notass	No	Y*	Y*	Pseudotyping exosomes for enhanced protein delivery in mammalian cells.		Y*		Y	Y
28460288	notass	Yes	Y	Y	Thrombin-activated platelet-derived exosomes regulate endothelial cell expression of ICAM-1 via microRNA-223 during the thrombosis-inflammation response.		Y		Y	Y
28471299	notass	NA	N	N	Interleukin-10 Deficiency Impairs Reparative Properties of Bone Marrow-Derived Endothelial Progenitor Cell Exosomes.	N	N		N	N
28471327	notass	NA	Y	Y	Renal Regenerative Potential of Different Extracellular Vesicle Populations Derived from Bone Marrow Mesenchymal Stromal Cells.		Y*		Y	Y
28473749	notass	NA	N	N	Amyloid β-Exposed Human Astrocytes Overproduce Phospho-Tau and Overrelease It within Exosomes, Effects Suppressed by Calcilytic NPS 2143-Further Implications for Alzheimer's Therapy.		N		N	N
28473884	notass	NA	N	N	Characterisation of adipocyte-derived extracellular vesicle subtypes identifies distinct protein and lipid signatures for large and small extracellular vesicles.		N		N	N
28474225	notass	NA	Y	Y	Trans-dissemination of exosomes from HIV-1-infected cells fosters both HIV-1 trans-infection in resting CD4+ T lymphocytes and reactivation of the HIV-1 reservoir.		Y		Y	Y
28476099	notass	No	N	N	Gamma-glutamyltransferase activity in exosomes as a potential marker for prostate cancer.	N	N		N	N
28476471	notass	NA	N	N	Elevated levels of circulating exosome in COPD patients are associated with systemic inflammation.		N		N	N
28476891	notass	NA	N	N	Drosophila TG-A transglutaminase is secreted via an unconventional Golgi-independent mechanism involving exosomes and two types of fatty acylations.		N		N	N
28483695	notass	NA	N	N	Augmented liver targeting of exosomes by surface modification with cationized pullulan.		N		N	N
28485529	notass	Yes	Y	Y	Exosomes mediate interepithelial transfer of functional P-glycoprotein in chronic rhinosinusitis with nasal polyps.	Y	N		Y	Y
28486752	notass	NA	Y	Y	Exosomes contribute to endothelial integrity and acute chest syndrome risk: Preliminary findings.	Y	Y		Y	Y
28490808	notass	Yes	Y	Y	Dendritic Cell-derived Extracellular Vesicles mediate Mesenchymal Stem/Stromal Cell recruitment.	Y	Y			Y
28493076	notass	Yes	Y	Y	Extracellular vesicles regulate the human osteoclastogenesis: divergent roles in discrete inflammatory arthropathies.	Y	Y			Y
28499455	notass	Yes	N	N	Bovis Bacillus Calmette-Guerin (BCG) infection induces exosomal miRNA release by human macrophages.	N	N			N
28504721	notass	NA	Y	Y	Tumour exosomes from cells harbouring PTPRZ1-MET fusion contribute to a malignant phenotype and temozolomide chemoresistance in glioblastoma.	Y	Y			Y
28514744	notass	NA	Y	Y	Characterization of mouse serum exosomal small RNA content: The origins and their roles in modulating inflammatory response.	Y*	Y*			Y
28520506	notass	NA	N	N	Urinary nanovesicles captured by lectins or antibodies demonstrate variations in size and surface glycosylation profile.	N	N			N
28523434	notass	No	N	N	Salivary exosomal PSMA7: a promising biomarker of inflammatory bowel disease.		N			N
28524762	notass	Yes	Y	Y	Exosomes promote restoration after an experimental animal model of intracerebral hemorrhage.	Y	Y			Y
28527894	notass	NA	N	N	HFE genotype affects exosome phenotype in cancer.	N	N			N
28528698	notass	Yes	N	N	MicroRNA Signatures and Molecular Subtypes of Glioblastoma: The Role of Extracellular Transfer.	N	N			N
28533708	notass	NA	N	N	A chemical approach to myocardial protection and regeneration.	N	N			N
28535778	notass	Yes	Y	Y	Exosomes from mesenchymal stem cells induce the conversion of hepatocytes into progenitor oval cells.	Y	Y			Y
28536264	notass	NA	Y	Y	Exosomes from uninfected cells activate transcription of latent HIV-1.	Y	Y			Y
28542562	notass	NA	N	N	Identification and characteristics of extracellular vesicles from bovine blastocysts produced in vitro.		N			N
28544786	notass	Yes	N	N	MiR-122 modification enhances the therapeutic efficacy of adipose tissue-derived mesenchymal stem cells against liver fibrosis.		N			N
28549041	notass	NA	N	N	Value of Osteoblast-Derived Exosomes in Bone Diseases.		N			N
28555885	notass	No	N	N	Serum extracellular vesicles contain protein biomarkers for primary sclerosing cholangitis and cholangiocarcinoma.		N			N
28559134	notass	NA	Y	Y	Exosomes isolated from sera of mice fed Lactobacillus strains affect inflammatory cytokine production in macrophages in vitro.		Y			Y
28567000	notass	NA	Y	Y	Exosomes from NSC-34 Cells Transfected with hSOD1-G93A Are Enriched in miR-124 and Drive Alterations in Microglia Phenotype.		Y			N
28571801	notass	No	N	N	Hypothesis: Exosomal microRNAs as potential biomarkers for schizophrenia.		N			N
28572860	notass	NA	N	N	Pulmonary microRNA profiling: implications in upper lobe predominant lung disease.		N			N
28579961	notass	NA	N	N	Characterization of Annexin V Fusion with the Superfolder GFP in Liposomes Binding and Apoptosis Detection.		N			N
28582278	notass	No	Y	Y	Exosomes From Adipose-derived Mesenchymal Stem Cells Protect the Myocardium Against Ischemia/Reperfusion Injury Through Wnt/β-Catenin Signaling Pathway.		Y			Y
28583903	notass	NA	N	N	Interleukin-13 conjugated quantum dots for identification of glioma initiating cells and their extracellular vesicles.		N			N
28586039	notass	Yes	Y	Y	Exosomes derived from hypoxic epithelial ovarian cancer deliver microRNA-940 to induce macrophage M2 polarization.		Y			Y
28589143	notass	NA	Y	Y	Exosomes Derived from Human Umbilical Cord Mesenchymal Stem Cells Relieve Inflammatory Bowel Disease in Mice.		Y			Y
28592924	notass	NA	Y	Y	Suppression of endothelial cell migration by tumor associated macrophage-derived exosomes is reversed by epithelial ovarian cancer exosomal lncRNA.		Y			N
28592925	notass	Yes	N	N	Second generation multiple reaction monitoring assays for enhanced detection of ultra-low abundance Mycobacterium tuberculosis peptides in human serum.		N			N
28594924	notass	No	N	N	Multiple extracellular vesicle types in peritoneal dialysis effluent are prominent and contain known biomarkers.		N			N
28595637	notass	Yes	Y	Y	Exosome miR-371b-5p promotes proliferation of lung alveolar progenitor type II cells by using PTEN to orchestrate the PI3K/Akt signaling.		Y			Y
28599681	notass	NA	Y	Y	Brain-derived exosomes from dementia with Lewy bodies propagate α-synuclein pathology.		Y			Y
28606918	notass	No	N	N	Evaluation of Tumor-Derived Exosomal miRNA as Potential Diagnostic Biomarkers for Early-Stage Non-Small Cell Lung Cancer Using Next-Generation Sequencing.		N			N
28607124	notass	NA	N	N	Placental Vesicles Carry Active Endothelial Nitric Oxide Synthase and Their Activity is Reduced in Preeclampsia.		N			N
28607588	notass	NA	N	N	Isolation and Identification of miRNAs in exosomes derived from serum of colon cancer patients.		N			N
28610892	notass	NA	N	N	Novel human neuronal tau model exhibiting neurofibrillary tangles and transcellular propagation.		N			N
28615713	notass	NA	N	N	Exosomal microRNAs in giant panda (Ailuropoda melanoleuca) breast milk: potential maternal regulators for the development of newborn cubs.		N			Y
28618037	notass	NA	N	N	Hydrogen Peroxide Stimulates Exosomal Cathepsin B Regulation of the Receptor for Advanced Glycation End-Products (RAGE).		N			N
28619525	notass	No	N	N	Murine and human pancreatic tumor exosome recovery in mouse serum: Diagnostic and prognostic potential and target cell delivery.		N			N
28622272	notass	NA	Y	Y	NK Cell-derived Exosomes From NK Cells Previously Exposed to Neuroblastoma Cells Augment the Antitumor Activity of Cytokine-activated NK Cells.		Y			Y
28623135	notass	Yes	Y	Y	Serum long non coding RNA MALAT-1 protected by exosomes is up-regulated and promotes cell proliferation and migration in non-small cell lung cancer.		Y			N
28623272	notass	Yes	Y	Y	Exosomes derived from palmitic acid-treated hepatocytes induce fibrotic activation of hepatic stellate cells.	Y	Y			Y
28627754	notass	NA	N	N	Labeling and Magnetic Resonance Imaging of Exosomes Isolated from Adipose Stem Cells.		N			N
28630660	notass	No	N	N	NPC-EXs Alleviate Endothelial Oxidative Stress and Dysfunction through the miR-210 Downstream Nox2 and VEGFR2 Pathways.		N			N
28631889	notass	NA	Y	Y	MicroRNA-containing extracellular vesicles released from endothelial colony-forming cells modulate angiogenesis during ischaemic retinopathy.		Y			Y
28634420	notass	NA	N	N	Characterization of the Proinflammatory Profile of Synovial Fluid-Derived Exosomes of Patients with Osteoarthritis.		N			N
28636406	notass	NA	Y	Y	Protective Effect of Intravitreal Administration of Exosomes Derived from Mesenchymal Stem Cells on Retinal Ischemia.		Y			Y
28637233	notass	NA	N*	N*	Identification of exosomal muscle-specific miRNAs in serum of myotonic dystrophy patients relating to muscle disease progress.		N			N
28641008	notass	Yes	N	N	Hypoxia-Induced Changes in the Fibroblast Secretome, Exosome, and Whole-Cell Proteome Using Cultured, Cardiac-Derived Cells Isolated from Neonatal Mice.		N			N
28642329	notass	NA	N	N	Experimental and Computational Insight Into Human Mesenchymal Stem Cell Paracrine Signaling and Heterocellular Coupling Effects on Cardiac Contractility and Arrhythmogenicity.		N			N
28643865	notass	NA	N	N	Characterization and biological function of milk-derived miRNAs.		N			N
28643872	notass	NA	N	N	Circulating microRNA as candidates for early embryonic viability in cattle.		N			N
28643914	notass	No	N	N	The use of cell culture platforms to identify novel markers of bone and dentin resorption.		N			N
28643940	notass	NA	N	N	Proteomic profiling of extracellular vesicles secreted from Toxoplasma gondii.		N			N
28646161	notass	No	N	N	Circulating exosomal miR-125a-3p as a novel biomarker for early-stage colon cancer.		N			N
28646700	notass	No	N	N	Increased serum miR-7 is a promising biomarker for type 2 diabetes mellitus and its microvascular complications.	N	N			N
28649804	notass	Yes	Y	Y	Fibroblast-derived exosomes promote epithelial cell proliferation through TGF-β2 signalling pathway in severe asthma.	Y	Y			Y
28650446	notass	Yes	Y	Y	Exosomes from Plasmodium-infected hosts inhibit tumor angiogenesis in a murine Lewis lung cancer model.		Y			Y
28650928	notass	Yes	Y	Y	Circulating Exosomes Isolated from Septic Mice Induce Cardiovascular Hyperpermeability Through Promoting Podosome Cluster Formation.		Y			Y
28656228	notass	Yes	Y	Y	Glioma cells enhance angiogenesis and inhibit endothelial cell apoptosis through the release of exosomes that contain long non-coding RNA CCAT2.		N			Y
28659030	notass	Yes	N	N	Tongxinluo Inhibits Renal Fibrosis in Diabetic Nephropathy: Involvement of the Suppression of Intercellular Transfer of TGF-[Formula: see text]1-Containing Exosomes from GECs to GMCs.		N			N
28665018	notass	Yes	N	N	Extracellular vesicles mediate intercellular communication: Transfer of functionally active microRNAs by microvesicles into phagocytes.		N			Y
28666318	notass	Yes	N	N	Autologous intramuscular transplantation of engineered satellite cells induces exosome-mediated systemic expression of Fukutin-related protein and rescues disease phenotype in a murine model of limb-girdle muscular dystrophy type 2I.		N			N
28667694	notass	NA	N	N	Accelerated growth of B16BL6 tumor in mice through efficient uptake of their own exosomes by B16BL6 cells.		N			N
28671449	notass	No	N	N	Rapid Isolation and Detection of Exosomes and Associated Biomarkers from Plasma.		N			N
28675788	notass	NA	N	N	Proteomics Profiling of Exosomes from Primary Mouse Osteoblasts under Proliferation versus Mineralization Conditions and Characterization of Their Uptake into Prostate Cancer Cells.		N			N
28678319	notass	NA	N	N	MiR-146a-5p level in serum exosomes predicts therapeutic effect of cisplatin in non-small cell lung cancer.		N			N
28680152	notass	Yes	Y	Y	Exosomes from metastatic cancer cells transfer amoeboid phenotype to non-metastatic cells and increase endothelial permeability: their emerging role in tumor heterogeneity.	Y	N			Y
28680753	notass	NA	N	N	Efficacy of vaccination with tumor-exosome loaded dendritic cells combined with cytotoxic drug treatment in pancreatic cancer.		N			N
28683561	notass	Yes	N	N	Reactive Oxygen Species-Mediated Autophagy Defines the Fate of Cancer Stem Cells.	N	N			N
28684402	notass	Yes	N	N	BRAFV600 inhibition alters the microRNA cargo in the vesicular secretome of malignant melanoma cells.		N			N
28687758	notass	NA	N	N	Directional Exosome Proteomes Reflect Polarity-Specific Functions in Retinal Pigmented Epithelium Monolayers.		N			Y
28688106	notass	NA	N	N	Human milk exosomes and their microRNAs survive digestion in vitro and are taken up by human intestinal cells.		N			N
28692534	notass	No	N	N	Blood neuron-derived exosomes as biomarkers of cognitive impairment in HIV.	N	N			Y
28694699	notass	Yes	N	N	Antitumor HPV E7-specific CTL activity elicited by in vivo engineered exosomes produced through DNA inoculation.		N			Y
28699500	notass	No	N	N	Cell-derived Exosomes as Promising Carriers for Drug Delivery and Targeted Therapy.		N			Y
28699522	notass	NA	N	N	Targeting Human Astrocytes' Calcium-sensing Receptors for Treatment of Alzheimer's Disease.		N			N
28701751	notass	NA	N	N	Secretome of in vitro cultured human embryos contains extracellular vesicles that are uptaken by the maternal side.		N			N
28707321	notass	NA	N	N	Expansion of BCR/ABL1+ cells requires PAK2 but not PAK1.		N			N
28708510	notass	NA	N	N	Changes in localization and density of CD63-positive exosome-like substances in the hen oviduct with artificial insemination and their effect on sperm viability.		N			N
28709002	notass	NA	Y	Y	Exosome RNA Unshielding Couples Stromal Activation to Pattern Recognition Receptor Signaling in Cancer.		Y			N
28709644	notass	Yes	N	N	Horizontal transfer of miR-106a/b from cisplatin resistant hepatocarcinoma cells can alter the sensitivity of cervical cancer cells to cisplatin.	N?	N			N
28710381	notass	NA	N	N	Evaluation and diagnostic potential of circulating extracellular vesicle-associated microRNAs in adrenocortical tumors.		N			N
28717416	notass	NA	N	N	Feasibility of urinary extracellular vesicle proteome profiling using a robust and simple, clinically applicable isolation method.		N			N
28722341	notass	NA	N	N	Proteomic Analysis of Neuroblastoma-Derived Exosomes: New Insights into a Metastatic Signature.		N			N
28723537	notass	No	N	N	Exosomal MicroRNAs Are Diagnostic Biomarkers and Can Mediate Cell-Cell Communication in Renal Cell Carcinoma.		N			Y
28725021	notass	NA	N*	N*	Bovine milk-derived exosomes from colostrum are enriched with proteins implicated in immune response and growth.		N			N
28729638	notass	Yes	N	N	Inhibition of microRNA-214 promotes epithelial-mesenchymal transition process and induces interstitial cystitis in postmenopausal women by upregulating Mfn2.	N	N			N
28729721	notass	NA	N	N	Plasma-derived exosome characterization reveals a distinct microRNA signature in long duration Type 1 diabetes.	N	N			N
28733371	notass	NA	N	N	An Mtr4/ZFC3H1 complex facilitates turnover of unstable nuclear RNAs to prevent their cytoplasmic transport and global translational repression.	N	N			N
28737826	notass	NA	N	N	Comparison of isolation methods of exosomes and exosomal RNA from cell culture medium and serum.		N			N
28740179	notass	NA	N	N	Legionella pneumophila infection activates bystander cells differentially by bacterial and host cell vesicles.		N			N
28740388	notass	NA	N	N	Role of TIM-4 in exosome-dependent entry of HIV-1 into human immune cells.		N			N
28741069	notass	NA	Y	Y	MicroRNA-100 shuttled by mesenchymal stem cell-derived exosomes suppresses in vitro angiogenesis through modulating the mTOR/HIF-1α/VEGF signaling axis in breast cancer cells.		Y			Y
28743280	notass	No	Y	Y	Exosomes derived from gemcitabine-resistant cells transfer malignant phenotypic traits via delivery of miRNA-222-3p.		Y*			Y
28743887	notass	Yes	Y	Y	Tumor-Derived Exosomes Induce the Formation of Neutrophil Extracellular Traps: Implications For The Establishment of Cancer-Associated Thrombosis.	Y	Y			Y
28751214	notass	NA	N	N	Glycan profiling analysis using evanescent-field fluorescence-assisted lectin array: Importance of sugar recognition for cellular uptake of exosomes from mesenchymal stem cells.		N			N
